Parcela;Obs_parcela;N.;Nome_comum;Familia;;DAP;Altura;Altura_medida_estimada;Morta;Tipo;Ano;;
TLO_037a042;NA;915;SUCUPIRA AMARELA;Fabaceae;;31,5;22,8;EST;NA;NA;2015;;
TLO_037a042;NA;915A;UCUQUIRANA ;Fabaceae;;25,8;20,2;EST;NA;NA;2015;;
TLO_037a042;NA;915 H;IDENTIFICAR;NA;;10,1;10,7;EST;NA;NA;2015;;
TLO_037a042;NA;916;MUIRATINGA;Sapotaceae;;15,5;14,5;EST;NA;NA;2015;;
TLO_037a042;NA;917;MATAMATA AMARELO;Chrysobalanaceae;;14,4;13,8;EST;NA;NA;2015;;
TLO_037a042;NA;918;TAQUARI VERMELHO;Chrysobalanaceae;;14,4;13,8;EST;NA;NA;2015;;
TLO_037a042;NA;918F;TAQUARI VERMELHO;Moraceae;;10,1;10,7;EST;NA;NA;2015;;
TLO_037a042;NA;915G;ENVIRA PRETA;NA;;11,3;11,6;EST;NA;NA;2015;;
TLO_043a048;NA;919;JOAO MOLE;Flacourtiaceae;;18,6;16,4;EST;NA;NA;2015;;
TLO_043a048;NA;919A;BREU VERMELHO;Lecythidaceae;;16,3;15,0;EST;NA;NA;2015;;
TLO_043a048;NA;920;PAJURAZINHO;Moraceae;;39,9;26,0;EST;NA;NA;2015;;
TLO_043a048;NA;921;JUTAI CICA;Olacaceae;;24,0;19,3;EST;NA;NA;2015;;
TLO_043a048;NA;922;LOURO AMARELO;Burseraceae;;19,7;17,0;EST;NA;NA;2015;;
TLO_043a048;NA;923;CARDEIRO;Annonaceae;;27,0;20,8;EST;NA;NA;2015;;
TLO_043a048;NA;924;ARABA ROXO;Sapotaceae;;62,8;32,6;EST;NA;NA;2015;;
TLO_043a048;NA;925;CASTANHA JARANA FG;Rubiaceae;;15,8;14,7;EST;NA;NA;2015;;
TLO_043a048;NA;926;CASTANHA JARANA FG;Humiriaceae;;13,0;12,8;EST;NA;NA;2015;;
TLO_043a048;NA;927;ABIURANA ROXA;Humiriaceae;;39,0;25,7;EST;NA;NA;2015;;
TLO_043a048;NA;928;JOAO MOLE;Euphorbiaceae;;14,7;14,0;EST;NA;NA;2015;;
TLO_043a048;NA;929;CASTANHA JARANA FG;Vochysiaceae;;14,2;13,6;EST;NA;NA;2015;;
TLO_043a048;NA;930;ABIURANA ROXA;Bombacaceae;;39,8;26,0;EST;NA;NA;2015;;
TLO_043a048;NA;931;MUIRAJIBOIA JERIMUM;Clusiaceae;;22,4;18,5;EST;NA;NA;2015;;
TLO_043a048;NA;932;CASTANHA JARANA FG;Lecythidaceae;;13,4;13,1;EST;NA;NA;2015;;
TLO_043a048;NA;933;MATAMATA AMARELO;Apocynaceae;;29,8;22,0;EST;NA;NA;2015;;
TLO_043a048;NA;934;MUIRAJIBOIA PRETA;Clusiaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;935;ACARIQUARA BRANCA;Lecythidaceae;;30,1;22,2;EST;NA;NA;2015;;
TLO_043a048;NA;936;BREU VERMELHO;NA;;12,4;12,4;EST;NA;NA;2015;;
TLO_043a048;NA;937;ABIURANA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;938;ABIURANA;Salicaceae;;13,9;13,4;EST;NA;NA;2015;;
TLO_043a048;NA;939;CASTANHA SAPUCAIA;Moraceae;;23,0;18,8;EST;NA;NA;2015;;
TLO_043a048;NA;939B;ABIURANA ABIU;Lecythidaceae;;12,2;12,2;EST;NA;NA;2015;;
TLO_043a048;NA;940;QUARUBARANA;Burseraceae;;67,5;33,6;EST;NA;NA;2015;;
TLO_043a048;NA;940A;MARI BRAVO;NA;;11,8;12,0;EST;NA;NA;2015;;
TLO_043a048;NA;941;LOURO PIRARUCU;Lauraceae;;26,4;20,5;EST;NA;NA;2015;;
TLO_043a048;NA;942;CARDEIRO;Fabaceae;;34,3;23,9;EST;NA;NA;2015;;
TLO_043a048;NA;943;BREU VERMELHO;Vochysiaceae;;14,4;13,8;EST;NA;NA;2015;;
TLO_043a048;NA;944;ARACA BRAVO;Memecylaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;945;ABIURANA;Sapotaceae;;25,7;20,1;EST;NA;NA;2015;;
TLO_043a048;NA;946;RIPEIRO VERMELHO;Fabaceae;;13,0;12,8;EST;NA;NA;2015;;
TLO_043a048;NA;947;MATAMATA AMARELO;Nyctaginaceae;;12,9;12,7;EST;NA;NA;2015;;
TLO_043a048;NA;948;BREU MANGA;Sapotaceae;;27,1;20,8;EST;NA;NA;2015;;
TLO_043a048;NA;949;CASTANHA VERMELHA;Euphorbiaceae;;17,0;15,4;EST;NA;NA;2015;;
TLO_043a048;NA;950;MARUPA;NA;;41,0;26,4;EST;NA;NA;2015;;
TLO_043a048;NA;951;INGA CHINELO;Chrysobalanaceae;;15,8;14,7;EST;NA;NA;2015;;
TLO_043a048;NA;952;UCUUBA VERMELHA;Myrtaceae;;18,1;16,1;EST;NA;NA;2015;;
TLO_043a048;NA;953;MUCURAO;Burseraceae;;11,7;11,9;EST;NA;NA;2015;;
TLO_043a048;NA;954;MUIRAJIBOIA JERIMUM;Fabaceae;;21,2;17,8;EST;NA;NA;2015;;
TLO_043a048;NA;955;BRANQUINHA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;956;FALSA RAINHA;Euphorbiaceae;;13,8;13,4;EST;NA;NA;2015;;
TLO_043a048;NA;957;CARAIPE;Lecythidaceae;;27,4;21,0;EST;NA;NA;2015;;
TLO_043a048;NA;958;MATAMATA AMARELO;Burseraceae;;14,8;14,0;EST;NA;NA;2015;;
TLO_043a048;NA;959;MUCURAO;Lecythidaceae;;10,2;10,8;EST;NA;NA;2015;;
TLO_043a048;NA;960;PAU RAINHA;Euphorbiaceae;;37,4;25,1;EST;NA;NA;2015;;
TLO_043a048;NA;960I;BREU VERMELHO;NA;;10,7;11,2;EST;NA;NA;2015;;
TLO_043a048;NA;961;MATAMATA AMARELO;NA;;25,7;20,1;EST;NA;NA;2015;;
TLO_043a048;NA;962;CARAIPE;NA;;11,0;11,4;EST;NA;NA;2015;;
TLO_043a048;NA;963;ABIURANA ABIU;Vochysiaceae;;12,5;12,5;EST;NA;NA;2015;;
TLO_043a048;NA;964;MUIRAJIBOIA JERIMUM;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;965;CASTANHA SAPUCAIA;Fabaceae;;46,6;28,3;EST;NA;NA;2015;;
TLO_043a048;NA;965F;URUCURANA;NA;;10,6;11,1;EST;NA;NA;2015;;
TLO_043a048;NA;966;CASTANHA VERMELHA;Burseraceae;;43,6;27,3;EST;NA;NA;2015;;
TLO_043a048;NA;967;MUIRAJIBOIA AMARELA;Sapotaceae;;15,7;14,6;EST;NA;NA;2015;;
TLO_043a048;NA;967I;GITO BRANCO;NA;;10,2;10,8;EST;NA;NA;2015;;
TLO_043a048;NA;968;MATAMATA AMARELO;Lecythidaceae;;41,5;26,6;EST;NA;NA;2015;;
TLO_043a048;NA;969;ENVIRA PRETA;Cecropiaceae;;16,3;15,0;EST;NA;NA;2015;;
TLO_043a048;NA;970;BREU PITOMBA;Euphorbiaceae;;30,1;22,2;EST;NA;NA;2015;;
TLO_043a048;NA;971;MUIRATINGA;Lecythidaceae;;14,4;13,8;EST;NA;NA;2015;;
TLO_043a048;NA;972;LOURO FOFO;Chrysobalanaceae;;23,4;19,0;EST;NA;NA;2015;;
TLO_043a048;NA;972F;INGA DE ARARA;Humiriaceae;;10,6;11,1;EST;NA;NA;2015;;
TLO_043a048;NA;973;RIPEIRO BRANCO;NA;;11,0;11,4;EST;NA;NA;2015;;
TLO_043a048;NA;974;ARABA ROXO;Icacinaceae;;15,3;14,3;EST;NA;NA;2015;;
TLO_043a048;NA;975;ANGELIM RAJADO;Burseraceae;;12,2;12,2;EST;NA;NA;2015;;
TLO_043a048;NA;976;FREIJO BRANCO;Euphorbiaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;977;MATAMATA AMARELO;Euphorbiaceae;;27,80;21,1;EST;NA;NA;2015;;
TLO_043a048;NA;978;PIMENTA DE NAMBU;Euphorbiaceae;;23,9;19,2;EST;NA;NA;2015;;
TLO_043a048;NA;979;EMBAUBARANA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;980;MATAMATA AMARELO;Fabaceae;;13,9;13,4;EST;NA;NA;2015;;
TLO_043a048;NA;981;LOURO FOFO;Euphorbiaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;982;UCUUBA PUNA;Burseraceae;;13,4;13,1;EST;NA;NA;2015;;
TLO_043a048;NA;983;INHARE;Fabaceae;;37,8;25,3;EST;NA;NA;2015;;
TLO_043a048;NA;984;CASTANHA SAPUCAIA;Rubiaceae;;15,9;14,7;EST;NA;NA;2015;;
TLO_043a048;NA;985;INGA VERMELHA;Lauraceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;986;MUIRAJIBOIA AMARELA;Euphorbiaceae;;14,0;13,5;EST;NA;NA;2015;;
TLO_043a048;NA;987;LOURO ARITU;Burseraceae;;21,8;18,2;EST;NA;NA;2015;;
TLO_043a048;NA;988;ABIURANA;Lecythidaceae;;22,5;18,5;EST;NA;NA;2015;;
TLO_043a048;NA;989;MUCURAO;Violaceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_043a048;NA;990;CARAIPE;Annonaceae;;14,5;13,8;EST;NA;NA;2015;;
TLO_043a048;NA;991;MATAMATA AMARELO;Euphorbiaceae;;29,5;21,9;EST;NA;NA;2015;;
TLO_043a048;NA;992;BREU BRANCO;NA;;14,4;13,8;EST;NA;NA;2015;;
TLO_043a048;NA;993;MACUCU CHIADOR;Lecythidaceae;;19,6;16,9;EST;NA;NA;2015;;
TLO_043a048;NA;994;MATAMATA AMARELO;Lauraceae;;32,6;23,2;EST;NA;NA;2015;;
TLO_043a048;NA;995;INGA VERMELHA;NA;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;996;MUIRAPIRANGA FG;NA;;35,6;24,4;EST;NA;NA;2015;;
TLO_043a048;NA;997;UCUUBA VERMELHA;Burseraceae;;20,4;17,4;EST;NA;NA;2015;;
TLO_043a048;NA;998;RIPEIRO VERMELHO;NA;;14,1;13,6;EST;NA;NA;2015;;
TLO_043a048;NA;999;TACHI VERMELHO;Moraceae;;43,7;27,3;EST;NA;NA;2015;;
TLO_043a048;NA;1000;LOURO PRETO;Bombacaceae;;15,2;14,3;EST;NA;NA;2015;;
TLO_043a048;NA;1000F;LOURO AMARELO;NA;;10,3;10,9;EST;NA;NA;2015;;
TLO_043a048;NA;1001;RIPEIRO VERMELHO;Burseraceae;;13,8;13,4;EST;NA;NA;2015;;
TLO_043a048;NA;1002;ABIURANA;Myrtaceae;;17,4;15,7;EST;NA;NA;2015;;
TLO_043a048;NA;1003;ACARIQUARA BRANCA;NA;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1004;UCUUBA PUNA;Chrysobalanaceae;;32,3;23,1;EST;NA;NA;2015;;
TLO_043a048;NA;1005;MATAMATA AMARELO;Nyctaginaceae;;15,5;14,5;EST;NA;NA;2015;;
TLO_043a048;NA;1006;BREU MANGA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1007;GITO BRANCO;Fabaceae;;10,2;10,8;EST;NA;NA;2015;;
TLO_043a048;NA;1008;UXI DE COTIA;Lecythidaceae;;10,5;11,0;EST;NA;NA;2015;;
TLO_043a048;NA;1009;MACUCU CHIADOR;Moraceae;;22,3;18,4;EST;NA;NA;2015;;
TLO_043a048;NA;1010;BREU MANGA;Elaeocarpaceae;;36,5;24,8;EST;NA;NA;2015;;
TLO_043a048;NA;1011;CARAIPE;Sapotaceae;;28,0;21,2;EST;NA;NA;2015;;
TLO_043a048;NA;1012;RIPEIRO VERMELHO;Meliaceae;;16,2;14,9;EST;NA;NA;2015;;
TLO_043a048;NA;1012F;QUARUBA VERMELHA;Lecythidaceae;;12,6;12,5;EST;NA;NA;2015;;
TLO_043a048;NA;996G;BRANQUINHA;Lecythidaceae;;11,4;11,7;EST;NA;NA;2015;;
TLO_043a048;NA;1000G;UCUUBA BRANCA;Chrysobalanaceae;;11,5;11,7;EST;NA;NA;2015;;
TLO_043a048;NA;1013;LOURO ARITU;Lecythidaceae;;25,7;20,1;EST;NA;NA;2015;;
TLO_043a048;NA;1013F;TANIMBUCA;Burseraceae;;10,4;10,9;EST;NA;NA;2015;;
TLO_043a048;NA;1014;MATAMATA AMARELO;Moraceae;;21,1;17,8;EST;NA;NA;2015;;
TLO_043a048;NA;1015;MUIRATINGA;Annonaceae;;24,8;19,7;EST;NA;NA;2015;;
TLO_043a048;NA;1016;BREU VERMELHO;Fabaceae;;12,0;12,1;EST;NA;NA;2015;;
TLO_043a048;NA;1017;INHARE;Sapotaceae;;14,4;13,8;EST;NA;NA;2015;;
TLO_043a048;NA;1018;PAPO DE MUTUM;Moraceae;;17,0;15,4;EST;NA;NA;2015;;
TLO_043a048;NA;1019;ABIURANA;Burseraceae;;14,1;13,6;EST;NA;NA;2015;;
TLO_043a048;NA;1020;MATAMATA AMARELO;Lecythidaceae;;40,5;26,2;EST;NA;NA;2015;;
TLO_043a048;NA;1020F;LOURO PRETO;Sapotaceae;;NA;NA;EST;NA;NA;2015;;
TLO_043a048;NA;1021;TAQUARI VERMELHO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1022;ABIURANA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1023;URUCURANA;Fabaceae;;33,1;23,4;EST;NA;NA;2015;;
TLO_043a048;NA;1024;ABIURANA;Olacaceae;;11,6;11,8;EST;NA;NA;2015;;
TLO_043a048;NA;1025;CARDEIRO;Myristicaceae;;17,0;15,4;EST;NA;NA;2015;;
TLO_043a048;NA;1026;CAFE BRAVO;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1026D;LOURO PRETO;Sapotaceae;;11,1;11,5;EST;NA;NA;2015;;
TLO_043a048;NA;1027;CASTANHA VERMELHA;Burseraceae;;52,4;30,0;EST;NA;NA;2015;;
TLO_043a048;NA;1028;MACUCU CHIADOR;Lauraceae;;30,6;22,4;EST;NA;NA;2015;;
TLO_043a048;NA;1029;ABIURANA;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1030;MACUCU FOFO;Euphorbiaceae;;12,1;12,2;EST;NA;NA;2015;;
TLO_043a048;NA;1030B;MATAMATA AMARELO;Humiriaceae;;11,7;11,9;EST;NA;NA;2015;;
TLO_043a048;NA;1031;MACUCU FARINHA SECA;Euphorbiaceae;;33,4;23,6;EST;NA;NA;2015;;
TLO_043a048;NA;1032;MACUCU FOFO;Burseraceae;;19,6;16,9;EST;NA;NA;2015;;
TLO_043a048;NA;1033;PAJURA DA MATA;NA;;24,4;19,5;EST;NA;NA;2015;;
TLO_043a048;NA;1033F;BRANQUINHA;Lecythidaceae;;10,7;11,2;EST;NA;NA;2015;;
TLO_043a048;NA;1034;BREU VERMELHO;Humiriaceae;;26,5;20,5;EST;NA;NA;2015;;
TLO_043a048;NA;1035;SERINGA VERMELHA;Nyctaginaceae;;14,2;13,6;EST;NA;NA;2015;;
TLO_043a048;NA;1036;MUIRATINGA;Lecythidaceae;;17,2;15,5;EST;NA;NA;2015;;
TLO_043a048;NA;1037;ABIURANA;Chrysobalanaceae;;19,0;16,6;EST;NA;NA;2015;;
TLO_043a048;NA;1038;BREU VERMELHO;Sapotaceae;;12,0;12,1;EST;NA;NA;2015;;
TLO_043a048;NA;1039;LOURO FOFO;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1040;MUIRAPIRANGA FG;Sterculiaceae;;34,9;24,2;EST;NA;NA;2015;;
TLO_043a048;NA;1041;INHARE;Chrysobalanaceae;;18,2;16,1;EST;NA;NA;2015;;
TLO_043a048;NA;1042;PITOMBA DA MATA;Humiriaceae;;15,0;14,1;EST;NA;NA;2015;;
TLO_043a048;NA;1043;SUCUPIRA CHORONA;Myrtaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1044;NA;Euphorbiaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1045;JARAI;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1046;PAJURAZINHO;Rubiaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1047;MACUCU CHIADOR;Chrysobalanaceae;;22,7;18,6;EST;NA;NA;2015;;
TLO_043a048;NA;1048;MUIRATINGA;Lauraceae;;15,7;14,6;EST;NA;NA;2015;;
TLO_043a048;NA;1049;UCUUBA VERMELHA;NA;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1050;ABIURANA;Chrysobalanaceae;;32,8;23,3;EST;NA;NA;2015;;
TLO_043a048;NA;1050I;CUPIUBA;NA;;10,6;11,1;EST;NA;NA;2015;;
TLO_043a048;NA;1051;INHARE;Burseraceae;;12,6;12,5;EST;NA;NA;2015;;
TLO_043a048;NA;1051E;CARDEIRO;Lecythidaceae;;14,4;13,8;EST;NA;NA;2015;;
TLO_043a048;NA;1052;CACAU DE CUTIA;Sterculiaceae;;31,0;22,6;EST;NA;NA;2015;;
TLO_043a048;NA;1052F;MATAMATA AMARELO;Lauraceae;;10,6;11,1;EST;NA;NA;2015;;
TLO_043a048;NA;1053;PAU RAINHA;NA;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1054;ACARIQUARA ROXA;Burseraceae;;40,9;26,4;EST;NA;NA;2015;;
TLO_043a048;NA;1054D;BREU VERMELHO;Clusiaceae;;12,9;12,7;EST;NA;NA;2015;;
TLO_043a048;NA;1055;ENVIRA PRETA;Euphorbiaceae;;20,2;17,3;EST;NA;NA;2015;;
TLO_043a048;NA;1056;ABIURANA;Lecythidaceae;;25,0;19,8;EST;NA;NA;2015;;
TLO_043a048;NA;1057;JOAO MOLE;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1058;UXIRANA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1059;MACUCU CHIADOR;Rubiaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1060;SERINGA VERMELHA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1061;MANDIOQUEIRA;Lauraceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1062;CARDEIRO;Lecythidaceae;;16,3;15,0;EST;NA;NA;2015;;
TLO_043a048;NA;1063;RIPEIRO VERMELHO;Nyctaginaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1064;PAU MARFIM;Fabaceae;;54,0;30,4;EST;NA;NA;2015;;
TLO_043a048;NA;1064F;ANANI;Sapotaceae;;11,4;11,7;EST;NA;NA;2015;;
TLO_043a048;NA;1064 H;IDENTIFICAR;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1065;MATAMATA AMARELO;Fabaceae;;11,0;11,4;EST;NA;NA;2015;;
TLO_043a048;NA;1065C;JOAO MOLE;Sapotaceae;;12,00;12,1;EST;M;NA;2015;;
TLO_043a048;NA;1066;MATAMATA AMARELO;Lauraceae;;26,5;20,5;EST;NA;NA;2015;;
TLO_043a048;NA;1066F;PIABINHA AMARELA;Chrysobalanaceae;;10,6;11,1;EST;NA;NA;2015;;
TLO_043a048;NA;1066 H;DIMA;Fabaceae;;15,5;14,5;EST;NA;NA;2015;;
TLO_043a048;NA;1066I;BREU BRANCO;NA;;11,0;11,4;EST;NA;NA;2015;;
TLO_043a048;NA;1067;INHARE;Sapotaceae;;22,5;18,5;EST;NA;NA;2015;;
TLO_043a048;NA;1068;MATAMATA AMARELO;Chrysobalanaceae;;20,5;17,4;EST;NA;NA;2015;;
TLO_043a048;NA;1069;BREU PITOMBA;Lauraceae;;10,7;11,2;EST;NA;NA;2015;;
TLO_043a048;NA;1070;CAFE BRAVO;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1071;LOURO AMARELO;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1071D;FAVA CAMUZE;Lecythidaceae;;31,9;22,9;EST;NA;NA;2015;;
TLO_043a048;NA;1071B;MANDIOQUEIRA LISA;Annonaceae;;14,4;13,8;EST;NA;NA;2015;;
TLO_043a048;NA;1072;MUIRAUBA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1073;JARAI;Chrysobalanaceae;;13,2;12,9;EST;NA;NA;2015;;
TLO_043a048;NA;1073A;TACHI VERMELHO;Celastraceae;;20,9;17,7;EST;NA;NA;2015;;
TLO_043a048;NA;1074;JOAO MOLE;Caryocaraceae;;17,6;15,8;EST;NA;NA;2015;;
TLO_043a048;NA;1074E;ABIURANA FEDORENTA;Lecythidaceae;;10,8;11,2;EST;NA;NA;2015;;
TLO_043a048;NA;1074F;TAQUARI BRANCO;Sapotaceae;;13,0;12,8;EST;NA;NA;2015;;
TLO_043a048;NA;1074 H;EMBAUBARANA;Melastomataceae;;12,5;12,5;EST;NA;NA;2015;;
TLO_043a048;NA;1075;AMARELAO;Melastomataceae;;NA;NA;EST;M;NA;2015;;
TLO_043a048;NA;1076;MUIRAJIBOIA AMARELA;Boraginaceae;;15,8;14,7;EST;NA;NA;2015;;
TLO_043a048;NA;1077;ARACA BRAVO;Fabaceae;;18,9;16,5;EST;NA;NA;2015;;
TLO_043a048;NA;1077F;BREU VERMELHO;Fabaceae;;10,2;10,8;EST;NA;NA;2015;;
TLO_043a048;NA;1069G;EMBAUBARANA;Annonaceae;;14,8;14,0;EST;NA;NA;2015;;
TLO_043a048;NA;1071G;BREU BRANCO;Burseraceae;;12,6;12,5;EST;NA;NA;2015;;
TLO_049a054;NA;1078;SERINGA VERMELHA;Lecythidaceae;;23,1;18,8;EST;NA;NA;2015;;
TLO_049a054;NA;1079;ENVIRA TARIPUPU;morta;;13,8;13,4;EST;NA;NA;2015;;
TLO_049a054;NA;1080;BREU MANGA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1081;MUIRAJIBOIA PRETA;Moraceae;;13,8;13,4;EST;NA;NA;2015;;
TLO_049a054;NA;1081 H;BREU VERMELHO;Sapotaceae;;10,9;11,3;EST;NA;NA;2015;;
TLO_049a054;NA;1082;MATAMATA AMARELO;Sapotaceae;;20,9;17,7;EST;NA;NA;2015;;
TLO_049a054;NA;1083;SERINGA VERMELHA;Lauraceae;;29,5;21,9;EST;NA;NA;2015;;
TLO_049a054;NA;1084;MATAMATA AMARELO;Sapotaceae;;14,5;13,8;EST;NA;NA;2015;;
TLO_049a054;NA;1084A1;BREU VERMELHO;Euphorbiaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1084A2;MATAMATA AMARELO;Sapotaceae;;15,4;14,4;EST;NA;NA;2015;;
TLO_049a054;NA;1084D;TAQUARI VERMELHO;Moraceae;;15,0;14,1;EST;NA;NA;2015;;
TLO_049a054;NA;1084F;TAQUARI VERMELHO;Burseraceae;;11,5;11,7;EST;NA;NA;2015;;
TLO_049a054;NA;1085;UCUUBA PUNA;Ochnaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1086;MAUEIRA;Annonaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1087;MATAMATA AMARELO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1088;MUIRAJIBOIA PRETA;NA;;12,3;12,3;EST;NA;NA;2015;;
TLO_049a054;NA;1088D;MACUCU PELUDO;Lecythidaceae;;11,8;12,0;EST;NA;NA;2015;;
TLO_049a054;NA;1089;BREU VERMELHO;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1090;TAUARI;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1091;MATAMATA AMARELO;Lauraceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1092;EMBAUBARANA;Tiliaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1093;URUCUM BRAVO;Moraceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1094;MATAMATA AMARELO;Annonaceae;;15,3;14,3;EST;NA;NA;2015;;
TLO_049a054;NA;1095;CARAIPE;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1096;TANIMBUCA;Clusiaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1096A;ENVIRA SURUCUCU;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1097;MARI BRAVO;Lauraceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1084G;DIMA;Burseraceae;;16,5;15,1;EST;NA;NA;2015;;
TLO_049a054;NA;1082G;EMBAUBARANA;Fabaceae;;10,6;11,1;EST;NA;NA;2015;;
TLO_049a054;NA;1062D;ANANI;Lecythidaceae;;12,1;12,2;EST;NA;NA;2015;;
TLO_049a054;NA;1062 G;ABIURANA;Burseraceae;;11,4;11,7;EST;NA;NA;2015;;
TLO_049a054;NA;1098;BREU VERMELHO;Lecythidaceae;;22,9;18,7;EST;NA;NA;2015;;
TLO_049a054;NA;1098F;LOURO PRETO;Burseraceae;;15,4;14,4;EST;NA;NA;2015;;
TLO_049a054;NA;1098 F1;SUPIA;Humiriaceae;;10,6;11,1;EST;NA;NA;2015;;
TLO_049a054;NA;1098F2;SUPIA;Lauraceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1098I;DIMA;NA;;10,7;11,2;EST;NA;NA;2015;;
TLO_049a054;NA;1099;MATAMATA AMARELO;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1100;URUCUM BRAVO;Myrtaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1101;DIMA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1102;DIMA;Myristicaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1103;ARABA ROXO;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1103A;VISGUEIRO;Sapotaceae;;13,4;13,1;EST;NA;NA;2015;;
TLO_049a054;NA;1103I;EMBAUBARANA;NA;;11,4;11,7;EST;NA;NA;2015;;
TLO_049a054;NA;1104;DIMA;Celastraceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1105;BREU PITOMBA;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1106;INGA VERMELHA;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1107;PURUI GRANDE;Fabaceae;;19,4;16,8;EST;NA;NA;2015;;
TLO_049a054;NA;1107 H;BREU BRANCO;Bignoniaceae;;13,0;12,8;EST;NA;NA;2015;;
TLO_049a054;NA;1107I;UCUUBA VERMELHA;NA;;11,6;11,8;EST;NA;NA;2015;;
TLO_049a054;NA;1107I1;BUCHUCHU;NA;;10,6;11,1;EST;NA;NA;2015;;
TLO_049a054;NA;1107J;ENVIRA FOFA;NA;;NA;NA;EST;NA;NA;2015;;
TLO_049a054;NA;1108;LOURO AMARELO;Moraceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1109;DIMA;Nyctaginaceae;;NA;NA;EST;M;NA;2015;;
TLO_049a054;NA;1110;BREU MANGA;Vochysiaceae;;34,5;24,0;EST;NA;NA;2015;;
TLO_049a054;NA;1110I;DIMA;NA;;10,1;10,7;EST;NA;NA;2015;;
