common_name;species;genus;family
GOIABA DE ANTA;Bellucia grossularioides;Bellucia ;Melastomataceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
TABOQUINHA;Rubiaceae spp ;Rubiaceae ;Rubiaceae
LOURO PRETO;Lauraceae spp ;Lauraceae ;Lauraceae
LACRE BRANCO;Vismia cayennensis;Vismia ;Hypericaceae
INGA FERRO;Swartzia ingifolia;Swartzia ;Fabaceae
GOIABA DE ANTA;Bellucia grossularioides;Bellucia ;Melastomataceae
PAU RAINHA;Brosimum rubescens;Brosimum ;Moraceae
MURICI DA MATA;Byrsonima duckeana;Byrsonima ;Malpighiaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
ABIURANA ABIU;Pouteria platyphylla;Pouteria ;Sapotaceae
FALSO PAPO DE MUTUM;Indeterminado;#VALOR!;Indeterminado 
BACURI;Symphonia globulifera;Symphonia ;Clusiaceae
MATAMATA AMARELO;Eschweilera truncata;Eschweilera ;Lecythidaceae
ITAUBA FM;Mezilaurus itauba;Mezilaurus ;Lauraceae
GUARIUBA;Clarisia racemosa;Clarisia ;Moraceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
LOURO AMARELO;Aniba spp ;Aniba ;Lauraceae
BUCHUCHU CANELA DE VELHO;Miconia spp ;Miconia ;Melastomataceae
LACRE VERMELHO;Vismia spp ;Vismia ;Hypericaceae
LOURO BRANCO;Ocotea percurrens;Ocotea ;Lauraceae
UCUUBA VERMELHA;Virola calophylla;Virola ;Myristicaceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
INGA VERMELHA;Inga pezizifera;Inga ;Fabaceae
UCUUBA VERMELHA;Virola spp ;Virola ;Myristicaceae
CASTANHA JARANA;Lecythis prancei;Lecythis ;Lecythidaceae
ABIURANA ROXA;Pouteria cladantha;Pouteria ;Sapotaceae
JUTAI MIRIM;Pterocarpus officinalis;Pterocarpus ;Fabaceae
MURICI;Byrsonima duckeana;Byrsonima ;Malpighiaceae
